,id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
13746,2783100230.0,15.0,4,2.25,1940,8270,2.0,0,0.0,5.0,7.0,1940.0,0.0,62.0,62.0,98133.0,47.7567,-122.333,1800.0,7743.0
13747,1238501098.0,15.0,3,2.25,1580,8506,2.0,0,0.0,3.0,7.0,1580.0,0.0,87.0,87.0,98033.0,47.686,-122.185,2253.0,8515.0
13749,7140200450.0,14.0,4,2.75,1810,7350,1.0,0,0.0,4.0,7.0,1200.0,610.0,80.0,80.0,98030.0,47.3703,-122.171,1750.0,7350.0
13751,3905040040.0,15.0,3,2.5,1770,5146,2.0,0,0.0,3.0,8.0,1770.0,0.0,92.0,92.0,98029.0,47.5704,-121.999,1870.0,5146.0
13752,3797000330.0,14.0,3,1.75,1800,6000,1.0,0,0.0,5.0,7.0,900.0,900.0,5.0,5.0,98103.0,47.6867,-122.349,1800.0,3000.0
13753,6669150530.0,14.0,3,1.5,1500,11616,1.0,0,0.0,3.0,7.0,1100.0,400.0,80.0,80.0,98031.0,47.4062,-122.174,1830.0,8288.0
13754,3298200620.0,14.0,3,1.0,940,6695,1.0,0,0.0,4.0,6.0,940.0,0.0,59.0,59.0,98008.0,47.6195,-122.12,1230.0,7400.0
13755,8024202170.0,14.0,3,2.25,2340,6183,1.0,0,0.0,3.0,7.0,1210.0,1130.0,29.0,29.0,98115.0,47.6979,-122.31,1970.0,6183.0
13756,1788900230.0,14.0,3,1.0,840,9480,1.0,0,0.0,3.0,6.0,840.0,0.0,60.0,60.0,98023.0,47.3277,-122.341,840.0,9420.0
13757,1788900230.0,15.0,3,1.0,840,9480,1.0,0,0.0,3.0,6.0,840.0,0.0,60.0,60.0,98023.0,47.3277,-122.341,840.0,9420.0
13759,7645900355.0,15.0,3,2.75,3180,3680,2.0,0,0.0,4.0,9.0,2190.0,990.0,18.0,18.0,98126.0,47.577,-122.38,2000.0,3680.0
13760,458000065.0,14.0,4,2.5,2020,3440,1.5,0,0.0,4.0,7.0,1480.0,540.0,28.0,28.0,98117.0,47.6885,-122.376,1520.0,5080.0
13761,123039604.0,14.0,2,1.0,820,4320,1.0,0,0.0,3.0,5.0,820.0,0.0,37.0,37.0,98106.0,47.514,-122.359,780.0,7424.0
13763,4039800180.0,14.0,4,2.25,2660,22194,1.0,0,0.0,4.0,8.0,2180.0,480.0,77.0,77.0,98008.0,47.6142,-122.107,2660.0,18135.0
13764,7304301005.0,14.0,3,1.0,1010,11244,1.0,0,0.0,4.0,7.0,1010.0,0.0,47.0,47.0,98155.0,47.7467,-122.321,1220.0,11242.0
13765,7899800915.0,15.0,2,1.0,710,5120,1.0,0,0.0,3.0,6.0,710.0,0.0,18.0,18.0,98106.0,47.5224,-122.357,1150.0,1252.0
13766,164000271.0,14.0,3,1.0,980,7228,1.5,0,0.0,3.0,7.0,980.0,0.0,46.0,46.0,98133.0,47.7294,-122.353,1070.0,7228.0
13767,7010700976.0,14.0,3,1.0,1100,5400,1.5,0,0.0,3.0,7.0,1100.0,0.0,8.0,8.0,98199.0,47.6604,-122.396,1770.0,4400.0
13768,6699300330.0,15.0,5,2.5,2840,6010,2.0,0,0.0,3.0,8.0,2840.0,0.0,103.0,103.0,98001.0,47.3161,-122.27,2740.0,5509.0
13769,8732020770.0,14.0,4,2.25,2300,7524,2.0,0,0.0,4.0,8.0,2300.0,0.0,78.0,78.0,98023.0,47.313,-122.388,2270.0,8025.0
13771,5104450720.0,14.0,4,2.5,2280,9899,2.0,0,0.0,3.0,8.0,2280.0,0.0,87.0,87.0,98058.0,47.461,-122.148,1970.0,9451.0
13772,2113200065.0,14.0,2,1.0,1010,7740,1.0,0,0.0,3.0,6.0,890.0,120.0,24.0,24.0,98106.0,47.5323,-122.355,1030.0,6000.0
13773,4027700799.0,15.0,3,2.25,1420,6600,1.0,0,0.0,3.0,7.0,1160.0,260.0,87.0,87.0,98028.0,47.77,-122.265,1920.0,7902.0
13774,3902310210.0,14.0,4,2.5,2100,8800,1.0,0,0.0,5.0,8.0,1250.0,850.0,80.0,80.0,98033.0,47.6909,-122.186,2100.0,9000.0
13775,9283800230.0,14.0,4,2.75,3110,49765,1.0,0,0.0,4.0,8.0,3110.0,0.0,58.0,72.0,98010.0,47.3343,-122.044,1880.0,19709.0
13776,114100234.0,15.0,3,2.25,2160,9540,2.0,0,0.0,3.0,8.0,2160.0,0.0,79.0,79.0,98028.0,47.7668,-122.243,1720.0,12593.0
13777,7625703065.0,14.0,2,1.0,820,6250,1.0,0,0.0,4.0,5.0,820.0,0.0,22.0,22.0,98136.0,47.5479,-122.384,1300.0,6250.0
13779,7844200040.0,14.0,3,1.75,2100,9066,1.0,0,0.0,3.0,8.0,1440.0,660.0,62.0,62.0,98188.0,47.4294,-122.292,2000.0,9132.0
13780,9315300230.0,14.0,4,1.75,1250,8840,1.0,0,0.0,4.0,7.0,910.0,340.0,79.0,79.0,98198.0,47.4138,-122.317,1410.0,8378.0
13781,1774200230.0,15.0,6,3.0,3870,43787,2.0,0,0.0,3.0,8.0,2700.0,1170.0,76.0,76.0,98077.0,47.7642,-122.098,2600.0,35381.0
13782,2781250530.0,14.0,2,2.5,1360,2693,2.0,0,0.0,3.0,6.0,1360.0,0.0,103.0,103.0,98038.0,47.3492,-122.025,1360.0,2693.0
13783,7796600085.0,15.0,4,1.0,1400,8684,1.5,0,0.0,3.0,7.0,1400.0,0.0,57.0,57.0,98146.0,47.4887,-122.344,1520.0,8712.0
13784,3205400150.0,14.0,3,1.5,1450,7375,1.0,0,0.0,3.0,7.0,1010.0,440.0,68.0,68.0,98034.0,47.7212,-122.179,1350.0,7440.0
13785,2207200455.0,15.0,5,1.75,1880,16617,1.0,0,0.0,3.0,7.0,960.0,920.0,63.0,63.0,98007.0,47.6003,-122.132,1720.0,8400.0
13786,9523100458.0,14.0,2,2.5,1380,953,3.0,0,0.0,3.0,9.0,1380.0,0.0,106.0,106.0,98103.0,47.6654,-122.355,1430.0,3400.0
13787,5035300325.0,15.0,3,2.25,2910,15626,1.5,0,0.0,4.0,9.0,2510.0,400.0,23.0,23.0,98199.0,47.6534,-122.412,2370.0,6519.0
13788,3840700593.0,15.0,3,1.75,1380,10529,1.0,0,0.0,3.0,7.0,1380.0,0.0,67.0,67.0,98034.0,47.7119,-122.233,1670.0,5694.0
13789,1683800120.0,14.0,3,2.25,3100,11985,1.0,0,0.0,4.0,7.0,1790.0,1310.0,63.0,63.0,98198.0,47.3825,-122.31,1770.0,7954.0
13790,2722059183.0,14.0,4,1.75,1400,25500,1.0,0,0.0,4.0,7.0,1400.0,0.0,64.0,64.0,98042.0,47.36,-122.164,2170.0,25500.0
13791,4083305870.0,14.0,2,2.0,1650,6840,1.5,0,0.0,5.0,7.0,1650.0,0.0,16.0,16.0,98103.0,47.6512,-122.338,1700.0,4560.0
13792,8651400730.0,15.0,3,1.0,840,5525,1.0,0,0.0,5.0,6.0,840.0,0.0,69.0,69.0,98042.0,47.3607,-122.085,920.0,5330.0
13794,797000258.0,15.0,2,2.75,2820,11770,2.0,0,0.0,3.0,7.0,1630.0,1190.0,47.0,47.0,98168.0,47.5102,-122.324,1690.0,12500.0
13795,9100000040.0,14.0,3,1.75,1710,4080,1.0,0,0.0,4.0,7.0,1130.0,580.0,79.0,79.0,98136.0,47.5563,-122.392,1200.0,4080.0
13796,8651441520.0,15.0,3,1.0,820,5200,1.0,0,0.0,4.0,6.0,820.0,0.0,77.0,77.0,98042.0,47.363,-122.094,1120.0,5200.0
13797,6843310120.0,14.0,4,2.25,2620,33578,2.0,0,0.0,3.0,7.0,2620.0,0.0,77.0,77.0,98075.0,47.5921,-122.013,2520.0,35160.0
13799,9144100206.0,14.0,3,1.75,1560,7424,1.0,0,0.0,5.0,8.0,1560.0,0.0,40.0,40.0,98117.0,47.6981,-122.374,1370.0,7424.0
13800,2871000360.0,14.0,4,2.5,3060,6826,2.0,0,0.0,3.0,9.0,3060.0,0.0,104.0,104.0,98052.0,47.7006,-122.112,3110.0,6932.0
13801,4307330120.0,14.0,3,2.5,1680,4584,2.0,0,0.0,3.0,7.0,1680.0,0.0,103.0,103.0,98056.0,47.4794,-122.182,2160.0,4621.0
13802,6117900120.0,15.0,3,3.25,3320,15022,2.0,0,0.0,3.0,10.0,3320.0,0.0,89.0,89.0,98166.0,47.429,-122.341,3430.0,15018.0
13803,1939120540.0,14.0,3,2.5,2390,8315,2.0,0,0.0,4.0,9.0,2390.0,0.0,90.0,90.0,98074.0,47.6271,-122.028,2370.0,7816.0
13804,421000455.0,15.0,3,1.0,1360,5840,1.0,0,0.0,4.0,5.0,1360.0,0.0,53.0,53.0,98056.0,47.4945,-122.166,1250.0,6708.0
13805,6600790210.0,14.0,2,1.0,1800,9236,1.0,0,0.0,3.0,7.0,1800.0,0.0,54.0,54.0,98030.0,47.3792,-122.198,1730.0,5701.0
13806,1771000540.0,14.0,3,1.0,1160,9525,1.0,0,0.0,4.0,7.0,1160.0,0.0,68.0,68.0,98077.0,47.7431,-122.073,1160.0,10640.0
13807,5561300730.0,14.0,4,3.25,4160,35654,2.0,0,0.0,3.0,8.0,2760.0,1400.0,73.0,73.0,98027.0,47.4683,-122.008,2500.0,35675.0
13808,9542830210.0,15.0,4,2.25,1660,3200,2.0,0,0.0,3.0,7.0,1660.0,0.0,111.0,111.0,98038.0,47.3666,-122.019,1960.0,3558.0
13809,263000155.0,14.0,3,2.0,1410,6030,1.5,0,0.0,4.0,7.0,1410.0,0.0,30.0,30.0,98103.0,47.6994,-122.347,1410.0,6300.0
13811,7852150120.0,14.0,3,2.5,1700,4000,2.0,0,0.0,3.0,7.0,1700.0,0.0,103.0,103.0,98065.0,47.5327,-121.871,1700.0,4417.0
13812,2095500040.0,14.0,3,2.5,2070,8337,2.0,0,0.0,3.0,8.0,2070.0,0.0,97.0,97.0,98030.0,47.3658,-122.176,2030.0,7248.0
13814,9542850580.0,14.0,4,2.25,3040,9690,1.0,0,0.0,4.0,9.0,1940.0,1100.0,78.0,78.0,98005.0,47.5923,-122.169,2430.0,9690.0
13815,3530430155.0,14.0,2,1.5,1220,3568,1.5,0,0.0,4.0,8.0,1220.0,0.0,76.0,76.0,98198.0,47.3804,-122.318,1180.0,3678.0
13816,2225039081.0,14.0,3,1.0,960,3960,1.0,0,0.0,3.0,7.0,960.0,0.0,43.0,43.0,98199.0,47.6465,-122.404,1550.0,6050.0
13817,7923300230.0,15.0,3,1.0,1480,10094,1.0,0,0.0,4.0,7.0,1480.0,0.0,56.0,56.0,98007.0,47.5942,-122.136,1430.0,10083.0
13818,8021701115.0,14.0,3,2.0,1560,5130,1.0,0,0.0,5.0,7.0,1150.0,410.0,15.0,15.0,98103.0,47.6913,-122.333,1560.0,4500.0
13819,5515600087.0,14.0,3,1.5,1100,33600,1.0,0,0.0,3.0,7.0,1100.0,0.0,67.0,67.0,98001.0,47.3185,-122.29,1570.0,32700.0
13821,6411600043.0,14.0,4,1.75,2400,7700,1.5,0,0.0,4.0,7.0,1500.0,900.0,27.0,27.0,98133.0,47.7125,-122.332,1530.0,7700.0
13822,1523089266.0,14.0,3,2.5,2320,15024,2.0,0,0.0,3.0,8.0,2320.0,0.0,90.0,90.0,98045.0,47.4829,-121.766,2300.0,15145.0
13823,866400040.0,14.0,5,3.0,2570,5590,1.0,0,0.0,3.0,8.0,1580.0,990.0,109.0,109.0,98034.0,47.7271,-122.228,2020.0,10500.0
13824,8092500150.0,15.0,4,2.75,1300,9638,1.0,0,0.0,2.0,7.0,1300.0,0.0,83.0,83.0,98042.0,47.3683,-122.109,1670.0,9638.0
13825,5637200450.0,14.0,5,2.75,2930,10148,2.0,0,0.0,3.0,9.0,2930.0,0.0,102.0,102.0,98059.0,47.4887,-122.145,2930.0,8425.0
13826,5126400230.0,14.0,2,1.0,720,7200,1.0,0,0.0,5.0,6.0,720.0,0.0,43.0,43.0,98058.0,47.4763,-122.177,970.0,8027.0
13827,7137950720.0,15.0,4,2.5,2350,10655,2.0,0,0.0,3.0,8.0,2350.0,0.0,92.0,92.0,98092.0,47.3284,-122.171,2210.0,7028.0
13828,1473120230.0,14.0,4,2.5,2940,7590,2.0,0,0.0,3.0,9.0,2940.0,0.0,91.0,91.0,98058.0,47.4341,-122.16,2550.0,8360.0
13829,1604600085.0,14.0,3,2.5,2020,3000,1.0,0,0.0,4.0,6.0,1010.0,1010.0,10.0,10.0,98118.0,47.5621,-122.291,1670.0,3000.0
13831,705000120.0,15.0,3,1.0,950,6951,1.0,0,0.0,4.0,7.0,950.0,0.0,50.0,50.0,98125.0,47.7263,-122.3,1410.0,7200.0
13832,1930300410.0,15.0,2,1.0,1250,4320,1.0,0,0.0,4.0,7.0,850.0,400.0,11.0,11.0,98103.0,47.6549,-122.352,1520.0,4320.0
13833,9393700065.0,15.0,3,1.75,1300,5120,1.5,0,0.0,4.0,6.0,1300.0,0.0,25.0,25.0,98116.0,47.5589,-122.394,1090.0,5124.0
13834,6814600355.0,14.0,4,3.25,2520,3360,1.5,0,0.0,4.0,8.0,1550.0,970.0,31.0,31.0,98115.0,47.6801,-122.315,1730.0,3360.0
13835,9477100620.0,15.0,3,1.5,1330,7125,2.0,0,0.0,3.0,7.0,1330.0,0.0,68.0,68.0,98034.0,47.7308,-122.194,1570.0,7350.0
13836,6788203060.0,14.0,3,2.75,2480,3240,1.5,0,0.0,3.0,9.0,1890.0,590.0,29.0,29.0,98112.0,47.6399,-122.311,2160.0,3240.0
13838,8732130730.0,14.0,3,1.75,1770,8240,1.0,0,0.0,4.0,7.0,1240.0,530.0,78.0,78.0,98023.0,47.3066,-122.378,2060.0,8250.0
13839,4202400395.0,15.0,3,1.75,1930,6533,1.0,0,0.0,3.0,7.0,1230.0,700.0,60.0,60.0,98055.0,47.4883,-122.221,2030.0,5954.0
13840,705700210.0,15.0,3,2.25,1650,7047,2.0,0,0.0,3.0,7.0,1650.0,0.0,94.0,94.0,98038.0,47.3826,-122.027,2010.0,7763.0
13841,2817100040.0,15.0,4,3.0,2580,9601,2.0,0,0.0,4.0,7.0,2130.0,450.0,92.0,92.0,98070.0,47.3726,-122.433,1900.0,10092.0
13842,686300880.0,15.0,3,2.0,2570,10078,1.5,0,0.0,3.0,8.0,2570.0,0.0,65.0,65.0,98008.0,47.6275,-122.12,2660.0,8013.0
13844,3797000145.0,14.0,4,2.75,2660,4500,1.5,0,0.0,5.0,8.0,1860.0,800.0,9.0,9.0,98103.0,47.6864,-122.347,1830.0,4000.0
13845,1704900180.0,14.0,3,1.0,1560,5225,1.5,0,0.0,3.0,7.0,1260.0,300.0,27.0,27.0,98118.0,47.5554,-122.279,1560.0,5322.0
13847,5249803185.0,14.0,4,1.75,2540,7200,1.0,0,0.0,4.0,7.0,1270.0,1270.0,47.0,47.0,98118.0,47.5579,-122.271,1650.0,7200.0
13849,3260810580.0,15.0,3,2.75,2190,7258,2.0,0,0.0,3.0,8.0,2190.0,0.0,100.0,100.0,98003.0,47.3486,-122.301,2190.0,8645.0
13853,6795100330.0,14.0,3,2.0,2110,18815,2.0,0,0.0,5.0,7.0,2110.0,0.0,79.0,79.0,98075.0,47.5836,-122.042,2690.0,21010.0
13854,1776420150.0,14.0,4,2.25,1830,5720,2.0,0,0.0,3.0,7.0,1830.0,0.0,103.0,103.0,98030.0,47.3604,-122.179,1960.0,5754.0
13855,3735900770.0,14.0,4,4.0,3180,7650,2.0,0,0.0,3.0,8.0,2530.0,650.0,20.0,20.0,98115.0,47.6887,-122.319,2000.0,4080.0
13856,4123840210.0,15.0,3,2.5,1880,6047,2.0,0,0.0,3.0,8.0,1880.0,0.0,93.0,93.0,98038.0,47.3722,-122.044,2120.0,7188.0
13857,5076700145.0,15.0,3,1.0,1140,8180,1.0,0,0.0,3.0,7.0,1140.0,0.0,59.0,59.0,98005.0,47.5851,-122.172,1510.0,8588.0
13858,2482500040.0,14.0,5,1.75,1798,11232,1.0,0,0.0,3.0,7.0,1798.0,0.0,67.0,67.0,98001.0,47.3266,-122.291,1300.0,15582.0
13859,2589300065.0,14.0,3,1.75,1670,5209,1.5,0,0.0,5.0,7.0,1670.0,0.0,8.0,8.0,98118.0,47.5362,-122.271,1990.0,4960.0
13860,2332700081.0,14.0,3,2.25,2580,11060,1.0,0,0.0,3.0,8.0,2580.0,0.0,64.0,64.0,98005.0,47.6113,-122.164,2580.0,13868.0
13862,2822049254.0,14.0,4,2.5,2790,7956,2.0,0,0.0,3.0,9.0,2790.0,0.0,105.0,105.0,98198.0,47.3681,-122.31,1660.0,8192.0
13863,2310110120.0,14.0,3,2.5,2190,5091,2.0,0,0.0,3.0,8.0,2190.0,0.0,104.0,104.0,98038.0,47.3506,-122.039,2200.0,5948.0
13864,2887700995.0,14.0,4,2.75,2280,2850,1.5,0,0.0,4.0,7.0,1540.0,740.0,30.0,30.0,98115.0,47.6871,-122.307,1680.0,3800.0
13865,8651410120.0,15.0,3,1.0,1100,5200,1.0,0,0.0,4.0,6.0,1100.0,0.0,69.0,69.0,98042.0,47.3643,-122.081,920.0,5200.0
13866,7399000580.0,14.0,4,2.25,2180,7000,1.0,0,0.0,3.0,8.0,1680.0,500.0,69.0,69.0,98055.0,47.4651,-122.192,2000.0,8000.0
13867,7524950210.0,15.0,4,2.5,2770,9798,2.0,0,0.0,4.0,9.0,2770.0,0.0,86.0,86.0,98027.0,47.562,-122.081,3040.0,11100.0
13868,1021049057.0,14.0,3,1.0,1980,18730,1.0,0,0.0,4.0,7.0,1280.0,700.0,43.0,43.0,98001.0,47.3221,-122.282,1356.0,9450.0
13869,824059042.0,14.0,5,3.5,4180,17935,2.0,0,0.0,3.0,11.0,4180.0,0.0,104.0,104.0,98004.0,47.5873,-122.202,2950.0,13760.0
13870,7525410120.0,14.0,6,3.0,3030,31920,1.0,0,0.0,4.0,8.0,1670.0,1360.0,80.0,80.0,98075.0,47.575,-122.033,2890.0,35100.0
13871,2770600841.0,14.0,3,2.5,1690,1553,2.5,0,0.0,3.0,8.0,1690.0,0.0,107.0,107.0,98199.0,47.6443,-122.385,1910.0,1553.0
13873,3876000120.0,15.0,5,1.75,2250,8970,1.0,0,0.0,4.0,7.0,1500.0,750.0,66.0,66.0,98034.0,47.7217,-122.188,1940.0,8710.0
13874,3705000120.0,14.0,3,2.25,2080,2050,1.5,0,0.0,3.0,7.0,1550.0,530.0,103.0,103.0,98042.0,47.4199,-122.157,2080.0,2275.0
13876,6669240230.0,15.0,3,2.5,2588,5702,2.0,0,0.0,3.0,8.0,2588.0,0.0,108.0,108.0,98042.0,47.3453,-122.151,2403.0,5703.0
13877,7504400120.0,14.0,4,1.75,2570,12039,1.0,0,0.0,3.0,8.0,1910.0,660.0,78.0,78.0,98074.0,47.626,-122.048,2200.0,12384.0
13878,1038000040.0,14.0,3,2.5,2370,12753,2.0,0,0.0,3.0,7.0,2370.0,0.0,101.0,101.0,98019.0,47.7359,-121.984,2280.0,16808.0
13879,9238450330.0,14.0,3,1.0,1070,10563,1.0,0,0.0,3.0,7.0,1070.0,0.0,69.0,69.0,98072.0,47.7687,-122.166,1840.0,9638.0
13880,1982200330.0,14.0,3,2.0,1940,5820,1.5,0,0.0,5.0,7.0,1150.0,790.0,44.0,44.0,98107.0,47.6638,-122.362,990.0,3880.0
13881,1732800175.0,14.0,3,2.5,2650,2387,2.0,0,0.0,3.0,8.0,1830.0,820.0,20.0,20.0,98119.0,47.6315,-122.362,1870.0,2216.0
13882,8078350220.0,14.0,4,2.5,2290,6318,2.0,0,0.0,4.0,8.0,2290.0,0.0,88.0,88.0,98029.0,47.57,-122.02,2150.0,7350.0
13883,3990200065.0,14.0,4,2.5,2050,9143,2.0,0,0.0,3.0,8.0,2050.0,0.0,92.0,92.0,98166.0,47.4597,-122.355,1510.0,9484.0
13884,3825311210.0,14.0,3,2.5,2680,5497,2.0,0,0.0,3.0,9.0,2680.0,0.0,101.0,101.0,98052.0,47.7043,-122.128,2780.0,5497.0
13885,1862400087.0,15.0,3,1.75,1520,8100,1.0,0,0.0,5.0,6.0,760.0,760.0,45.0,45.0,98117.0,47.6966,-122.375,1040.0,8100.0
13887,1250200418.0,14.0,2,1.5,1180,844,2.0,0,0.0,3.0,7.0,990.0,190.0,105.0,105.0,98144.0,47.5998,-122.3,1170.0,1400.0
13888,7967900150.0,15.0,4,2.5,3030,9500,2.0,0,0.0,3.0,8.0,3030.0,0.0,89.0,89.0,98001.0,47.3511,-122.287,2650.0,9500.0
13889,5631501073.0,14.0,3,2.25,1400,11400,2.0,0,0.0,3.0,8.0,1400.0,0.0,84.0,84.0,98028.0,47.7428,-122.231,2180.0,9248.0
13890,2826049197.0,14.0,4,2.5,3000,8100,2.0,0,0.0,3.0,8.0,3000.0,0.0,92.0,92.0,98125.0,47.7151,-122.305,1550.0,8100.0
13891,1775920210.0,14.0,3,1.0,1200,9800,1.0,0,0.0,4.0,7.0,1200.0,0.0,71.0,71.0,98072.0,47.7412,-122.109,1220.0,10220.0
13892,5272200035.0,14.0,3,1.0,1000,6947,1.0,0,0.0,3.0,7.0,1000.0,0.0,47.0,47.0,98125.0,47.7142,-122.319,1000.0,6947.0
13893,9525100040.0,15.0,4,3.25,2740,5339,2.5,0,0.0,3.0,9.0,2740.0,0.0,104.0,104.0,98103.0,47.6706,-122.356,1770.0,4820.0
13894,7853221010.0,14.0,3,2.5,1990,4978,2.0,0,0.0,3.0,8.0,1990.0,0.0,104.0,104.0,98065.0,47.5323,-121.856,2650.0,6816.0
13895,2500600297.0,14.0,3,3.0,2110,7794,1.0,0,0.0,3.0,6.0,2110.0,0.0,81.0,81.0,98198.0,47.4005,-122.293,1330.0,10044.0
13896,8562791010.0,14.0,3,2.75,1830,1850,2.0,0,0.0,3.0,10.0,1690.0,140.0,111.0,111.0,98027.0,47.5307,-122.074,2310.0,2680.0
13897,3550800040.0,14.0,3,1.0,940,7980,1.0,0,0.0,3.0,6.0,940.0,0.0,61.0,61.0,98146.0,47.5107,-122.345,1050.0,7980.0
13899,8898700120.0,14.0,3,2.0,2260,11305,1.0,0,0.0,3.0,7.0,1130.0,1130.0,86.0,86.0,98055.0,47.4544,-122.204,2080.0,10248.0
13901,7200001005.0,15.0,3,1.75,1510,10450,1.0,0,0.0,4.0,7.0,1510.0,0.0,64.0,64.0,98052.0,47.684,-122.113,1310.0,9450.0
13902,4174600072.0,14.0,4,3.5,2710,5722,2.0,0,0.0,4.0,8.0,2040.0,670.0,97.0,97.0,98108.0,47.5591,-122.302,2500.0,5722.0
13903,3630060150.0,15.0,3,2.5,2080,2625,2.0,0,0.0,3.0,8.0,2080.0,0.0,106.0,106.0,98029.0,47.5469,-121.997,1760.0,2772.0
13904,3348401490.0,14.0,2,2.0,1860,10856,1.0,0,0.0,3.0,8.0,1260.0,600.0,52.0,52.0,98178.0,47.4989,-122.265,1250.0,10008.0
13905,7214810150.0,14.0,3,1.75,2120,9350,1.0,0,0.0,3.0,7.0,1280.0,840.0,79.0,79.0,98072.0,47.7562,-122.145,2200.0,9000.0
13906,1566100450.0,15.0,3,2.0,1110,8375,1.0,0,0.0,5.0,7.0,1110.0,0.0,51.0,51.0,98115.0,47.6978,-122.297,1410.0,7734.0
13908,8937500040.0,15.0,3,1.75,1520,15344,1.0,0,0.0,3.0,8.0,1520.0,0.0,68.0,68.0,98023.0,47.3308,-122.365,2270.0,14981.0
13909,1149600120.0,14.0,4,2.5,2650,9990,2.0,0,0.0,3.0,10.0,2650.0,0.0,90.0,90.0,98029.0,47.5605,-122.016,2710.0,8012.0
13911,7517500085.0,15.0,3,1.75,1770,2800,1.5,0,0.0,3.0,7.0,1770.0,0.0,14.0,14.0,98103.0,47.6631,-122.357,1630.0,3254.0
13912,9527310180.0,15.0,3,2.5,2200,4692,2.0,0,0.0,3.0,8.0,2200.0,0.0,105.0,105.0,98011.0,47.7761,-122.169,2440.0,3833.0
13913,3558900580.0,14.0,3,2.5,2000,8424,1.0,0,0.0,4.0,7.0,1300.0,700.0,68.0,68.0,98034.0,47.7089,-122.201,2110.0,8400.0
13914,4046500180.0,14.0,3,1.75,1730,15003,1.0,0,0.0,3.0,7.0,1150.0,580.0,80.0,80.0,98014.0,47.6923,-121.92,1900.0,15483.0
13915,6386300120.0,15.0,3,1.5,1300,7907,1.0,0,0.0,3.0,7.0,900.0,400.0,70.0,70.0,98030.0,47.3737,-122.224,1630.0,7600.0
13916,3395350210.0,15.0,5,3.25,2950,67475,1.0,0,0.0,3.0,8.0,2530.0,420.0,81.0,104.0,98072.0,47.7233,-122.117,2620.0,39820.0
13917,9578080040.0,14.0,3,3.0,1720,954,3.0,0,0.0,3.0,8.0,1460.0,260.0,106.0,106.0,98119.0,47.648,-122.358,1720.0,1294.0
13918,5683500085.0,14.0,2,1.0,880,4558,1.0,0,0.0,3.0,7.0,880.0,0.0,51.0,51.0,98115.0,47.6803,-122.287,1370.0,5243.0
13919,8645500360.0,15.0,4,2.25,1790,13200,1.0,0,0.0,3.0,7.0,1220.0,570.0,79.0,79.0,98058.0,47.4672,-122.185,1740.0,8950.0
13920,4222310220.0,14.0,3,1.5,1380,7600,1.0,0,0.0,4.0,7.0,790.0,590.0,71.0,71.0,98003.0,47.3489,-122.306,1570.0,7904.0
13921,2394600157.0,15.0,3,2.25,1530,1840,2.0,0,0.0,3.0,8.0,1240.0,290.0,108.0,108.0,98144.0,47.587,-122.301,1800.0,3431.0
13922,9238900085.0,14.0,5,1.75,2330,4947,1.0,0,0.0,4.0,8.0,1380.0,950.0,55.0,55.0,98136.0,47.5352,-122.392,2120.0,5605.0
13923,2739200040.0,14.0,5,2.0,1540,9629,1.0,0,0.0,4.0,7.0,1540.0,0.0,60.0,60.0,98059.0,47.4915,-122.143,2260.0,9600.0
13924,3893100456.0,14.0,3,2.5,3210,8630,2.0,0,0.0,4.0,10.0,2530.0,680.0,90.0,90.0,98033.0,47.6939,-122.189,2630.0,8630.0
13925,1370803940.0,14.0,3,1.0,1130,5758,1.0,0,0.0,3.0,7.0,960.0,170.0,39.0,39.0,98199.0,47.6413,-122.401,1510.0,6000.0
13926,4222200120.0,15.0,3,2.0,1460,7526,1.0,0,0.0,3.0,7.0,1460.0,0.0,68.0,68.0,98003.0,47.3463,-122.304,1580.0,7526.0
13927,9477000120.0,14.0,3,1.75,1410,7215,1.0,0,0.0,3.0,7.0,1410.0,0.0,67.0,67.0,98034.0,47.7343,-122.193,1550.0,7600.0
13928,7228501065.0,14.0,4,2.75,1750,5080,1.5,0,0.0,3.0,8.0,1750.0,0.0,3.0,3.0,98122.0,47.6143,-122.305,1700.0,4572.0
13929,9266701085.0,14.0,2,1.75,1370,5125,1.0,0,0.0,5.0,6.0,1370.0,0.0,44.0,44.0,98103.0,47.6926,-122.346,1200.0,5100.0
13930,985001082.0,14.0,3,1.5,1780,23819,1.0,0,0.0,3.0,7.0,1780.0,0.0,53.0,53.0,98168.0,47.4912,-122.312,1130.0,14450.0
13931,8815400410.0,15.0,4,1.75,1890,4500,2.0,0,0.0,5.0,7.0,1490.0,400.0,37.0,37.0,98115.0,47.6751,-122.289,1890.0,5000.0
13932,2459500210.0,14.0,3,2.25,1630,12295,2.0,0,0.0,4.0,7.0,1630.0,0.0,85.0,85.0,98058.0,47.4279,-122.161,1730.0,9948.0
13933,1219000043.0,14.0,5,1.75,2320,8100,1.0,0,0.0,4.0,7.0,1160.0,1160.0,56.0,56.0,98166.0,47.4631,-122.341,1410.0,7271.0
13934,4379400580.0,14.0,3,2.5,2580,4636,2.0,0,0.0,3.0,9.0,2580.0,0.0,106.0,106.0,98074.0,47.6201,-122.025,2480.0,4500.0
